cnt,casual,registered
-0.7523286504574602,-0.5207626528768479,-0.7319559712107374
-0.8791289395353895,-0.7032998084033414,-0.8244523443822658
-0.9232333879103215,-0.6221721837248998,-0.9037349499578615
-0.873615883488523,-0.5004807467072374,-0.8839142985639625
-0.9949031165195859,-0.7235817145729518,-0.956590020341592
-1.0004161725664524,-0.7235817145729518,-0.9631969041395583
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.8791289395353895,-0.7235817145729518,-0.8178454605842994
-0.6916850339419287,-0.7032998084033414,-0.5998182952514112
-0.1955099897239444,-0.7032998084033414,-0.005198753434443288
-0.559371688817133,-0.581608371385679,-0.4808943868880176
-0.8019461548792586,-0.5004807467072374,-0.7980248091904005
-0.7633547625511932,-0.5207626528768479,-0.74516973880667
-0.7082242020825282,-0.4599169343680166,-0.6989215522209059
-0.7082242020825282,-0.5613264652160687,-0.6658871332310743
-0.6200153053326644,-0.5004807467072374,-0.5799976438575123
-0.6475805855669968,-0.4396350281984062,-0.6328527142412428
-0.6255283613795308,-0.5410445590464582,-0.573390760059546
-0.17897082158334493,-0.5004807467072374,-0.051446940020207464
-0.17897082158334493,-0.5410445590464582,-0.03823317242427484
-0.4380844557860701,-0.5613264652160687,-0.3421498271307251
-0.7578417065043267,-0.6627359960641206,-0.6923146684229395
-0.7578417065043267,-0.6627359960641206,-0.6923146684229395
-0.9342595000040544,-0.7235817145729518,-0.8839142985639625
-0.9783639483789863,-0.7032998084033414,-0.9433762527456594
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
-0.8460506032541906,-0.7235817145729518,-0.7782041577965016
-0.526293352535934,-0.683017902233731,-0.40821866511038823
-0.05768358855228208,-0.683017902233731,0.15336645771674817
-0.493215016254735,-0.683017902233731,-0.36857736232259036
-0.8129722669729916,-0.6221721837248998,-0.7715972739985353
-0.7302764262699942,-0.581608371385679,-0.6857077846249733
-0.6145022492857979,-0.480198840537627,-0.5799976438575123
-0.5097541843953345,-0.35850740351996463,-0.49410815448395023
-0.6971980899887953,-0.5410445590464582,-0.659280249433108
-0.6861719778950622,-0.378789309689575,-0.6989215522209059
-0.5869369690514654,-0.4193531220287958,-0.5667838762615797
0.12424726099431219,-0.5207626528768479,0.3185385526659059
-0.041144420411682606,-0.6627359960641206,0.16658022531268077
-0.4270583436923371,-0.683017902233731,-0.2892947567469946
-0.7468155944105936,-0.7032998084033414,-0.6658871332310743
-0.7798939306917927,-0.7235817145729518,-0.6989215522209059
-0.851563659301057,-0.7032998084033414,-0.7914179253924343
-0.9838770044258529,-0.683017902233731,-0.956590020341592
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.86258977139479,-0.7235817145729518,-0.7980248091904005
-0.559371688817133,-0.7032998084033414,-0.4412530841002198
0.030525308197581803,-0.6627359960641206,0.2524697146862428
-0.4105191755517376,-0.6018902775552895,-0.29590164054496093
-0.7302764262699942,-0.6424540898945102,-0.6658871332310743
-0.7909200427855256,-0.480198840537627,-0.7914179253924343
-0.6089891932389314,-0.6221721837248998,-0.5271425734737818
-0.6530936416138633,-0.6018902775552895,-0.5866045276554785
-0.7027111460356618,-0.5207626528768479,-0.6724940170290407
-0.7027111460356618,-0.581608371385679,-0.6526733656351417
-0.5538586327702665,-0.6424540898945102,-0.4544668516961524
0.0029600279632493384,-0.6424540898945102,0.21282841189844495
-0.11281414902094701,-0.6627359960641206,0.08069073593911874
-0.31679722275500727,-0.6221721837248998,-0.17697773218156737
-0.5538586327702665,-0.581608371385679,-0.4742875030900513
-0.807459210926125,-0.6627359960641206,-0.7517766226046364
-0.8129722669729916,-0.7032998084033414,-0.74516973880667
-0.9397725560509209,-0.7032998084033414,-0.8971280661598952
-0.9838770044258529,-0.7235817145729518,-0.9433762527456594
-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
-0.8460506032541906,-0.7235817145729518,-0.7782041577965016
-0.5207802964890674,-0.7235817145729518,-0.3883980137164893
0.16283865332237762,-0.6627359960641206,0.4110349258374343
-0.37192778322367215,-0.6018902775552895,-0.24965345395919677
-0.7964330988323921,-0.6627359960641206,-0.7385628550087038
-0.7192503141762612,-0.683017902233731,-0.639459598039209
-0.581423913004599,-0.6018902775552895,-0.5007150382819165
-0.6751458658013293,-0.480198840537627,-0.6526733656351417
-0.6586066976607298,-0.5004807467072374,-0.6262458304432764
-0.7027111460356618,-0.5613264652160687,-0.659280249433108
-0.5703978009108659,-0.480198840537627,-0.5271425734737818
-0.09627498088034753,-0.5410445590464582,0.06087008454521981
-0.14589248530214596,-0.6221721837248998,0.027835665555388262
-0.4270583436923371,-0.6627359960641206,-0.29590164054496093
-0.6641197537075962,-0.6627359960641206,-0.5799976438575123
-0.7798939306917927,-0.7235817145729518,-0.6989215522209059
-0.7578417065043267,-0.7032998084033414,-0.6791009008270069
-0.9177203318634549,-0.6424540898945102,-0.8905211823619289
-0.950798668144654,-0.6424540898945102,-0.9301624851497268
-1.0059292286133188,-0.683017902233731,-0.9830175555334573
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-0.8570767153479235,-0.5613264652160687,-0.8442729957761647
-0.581423913004599,-0.5613264652160687,-0.5139288058778492
0.11322114890057919,-0.31794359118074383,0.2392559470903102
-0.30577111066127427,-0.5410445590464582,-0.19019149977749997
-0.6971980899887953,-0.3990712158591854,-0.7055284360188722
-0.6751458658013293,-0.33822549735035423,-0.6989215522209059
-0.7192503141762612,-0.5410445590464582,-0.6857077846249733
-0.6420675295201304,-0.5410445590464582,-0.5932114114534449
-0.7688678185980596,-0.581608371385679,-0.7319559712107374
-0.6475805855669968,-0.5410445590464582,-0.5998182952514112
-0.5648847448639994,-0.6221721837248998,-0.4742875030900513
-0.01357914017735014,-0.5410445590464582,0.15997334151471446
-0.3664147271768057,-0.581608371385679,-0.24965345395919677
-0.5207802964890674,-0.6627359960641206,-0.40821866511038823
-0.7633547625511932,-0.7032998084033414,-0.6857077846249733
-0.829511435113591,-0.7235817145729518,-0.7583835064026027
-0.8460506032541906,-0.683017902233731,-0.7914179253924343
-0.9618247802383869,-0.7032998084033414,-0.9235556013517604
-0.906694219769722,-0.7032998084033414,-0.8574867633720973
-0.9563117241915204,-0.7032998084033414,-0.9169487175537941
-0.9563117241915204,-0.6627359960641206,-0.9301624851497268
-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-0.9949031165195859,-0.7032998084033414,-0.9631969041395583
-0.9618247802383869,-0.7235817145729518,-0.9169487175537941
-0.9342595000040544,-0.7235817145729518,-0.8839142985639625
-0.7082242020825282,-0.6221721837248998,-0.6460664818371754
-0.7027111460356618,-0.683017902233731,-0.6196389466453102
-0.504241128348468,-0.5613264652160687,-0.42143243270632086
-0.482188904161002,-0.581608371385679,-0.3883980137164893
-0.5207802964890674,-0.480198840537627,-0.467680619292085
-0.6365544734732638,-0.6221721837248998,-0.5601769924636134
-0.6255283613795308,-0.5613264652160687,-0.5667838762615797
-0.6641197537075962,-0.6221721837248998,-0.5932114114534449
-0.7413025383637272,-0.6627359960641206,-0.6724940170290407
-0.8791289395353895,-0.6424540898945102,-0.8442729957761647
-0.8901550516291225,-0.7235817145729518,-0.831059228180232
-0.8405375472073241,-0.683017902233731,-0.7848110415944679
-0.8570767153479235,-0.7032998084033414,-0.7980248091904005
-0.9232333879103215,-0.7235817145729518,-0.8707005309680299
-0.906694219769722,-0.7032998084033414,-0.8574867633720973
-0.9783639483789863,-0.7235817145729518,-0.936769368947693
-0.9838770044258529,-0.7235817145729518,-0.9433762527456594
-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0114422846601854,-0.7032998084033414,-0.9830175555334573
-0.9893900604727194,-0.7235817145729518,-0.9499831365436257
-0.9397725560509209,-0.7235817145729518,-0.8905211823619289
-0.7743808746449261,-0.7235817145729518,-0.6923146684229395
-0.7743808746449261,-0.683017902233731,-0.7055284360188722
-0.5869369690514654,-0.6424540898945102,-0.49410815448395023
-0.6310414174263973,-0.6018902775552895,-0.5601769924636134
-0.6475805855669968,-0.5613264652160687,-0.5932114114534449
-0.5924500250983319,-0.6221721837248998,-0.5073219220798829
-0.537319464629667,-0.4599169343680166,-0.49410815448395023
-0.7027111460356618,-0.6627359960641206,-0.6262458304432764
-0.7798939306917927,-0.6424540898945102,-0.7253490874127712
-0.8184853230198581,-0.7032998084033414,-0.7517766226046364
-0.8350244911604575,-0.7235817145729518,-0.764990390200569
-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
-0.9618247802383869,-0.6221721837248998,-0.9499831365436257
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-1.0169553407070517,-0.683017902233731,-0.9962313231293899
-1.0390075648945178,-0.7032998084033414,-1.0160519745232888
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.027981452800785,-0.7032998084033414,-1.0028382069273563
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.873615883488523,-0.7235817145729518,-0.8112385767863332
-0.6200153053326644,-0.683017902233731,-0.5205356896758155
-0.008066084130483648,-0.6424540898945102,0.19961464430251233
-0.526293352535934,-0.683017902233731,-0.40821866511038823
-0.873615883488523,-0.7235817145729518,-0.8112385767863332
-0.8791289395353895,-0.683017902233731,-0.831059228180232
-0.7578417065043267,-0.6221721837248998,-0.7055284360188722
-0.7468155944105936,-0.6424540898945102,-0.6857077846249733
-0.7854069867386592,-0.7235817145729518,-0.7055284360188722
-0.7964330988323921,-0.683017902233731,-0.7319559712107374
-0.6365544734732638,-0.6424540898945102,-0.553570108665647
-0.06319664459914857,-0.6424540898945102,0.13354580632284924
-0.1899969336770779,-0.7032998084033414,0.0014081303635230219
-0.5207802964890674,-0.6627359960641206,-0.40821866511038823
-0.6365544734732638,-0.7032998084033414,-0.5337494572717482
-0.8350244911604575,-0.7032998084033414,-0.7715972739985353
-0.9122072758165884,-0.683017902233731,-0.8707005309680299
-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
-0.9783639483789863,-0.683017902233731,-0.9499831365436257
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-0.895668107675989,-0.7235817145729518,-0.8376661119781984
-0.4987280723016015,-0.683017902233731,-0.3751842461205567
0.15181254122864465,-0.6627359960641206,0.39782115824150166
-0.3278233348487402,-0.6627359960641206,-0.17697773218156737
-0.7468155944105936,-0.6627359960641206,-0.6791009008270069
-0.851563659301057,-0.6424540898945102,-0.8112385767863332
-0.7302764262699942,-0.683017902233731,-0.6526733656351417
-0.7578417065043267,-0.6018902775552895,-0.7121353198168385
-0.6971980899887953,-0.6627359960641206,-0.6196389466453102
-0.7854069867386592,-0.683017902233731,-0.7187422036148048
-0.6255283613795308,-0.6424540898945102,-0.5403563410697144
-0.29474499856754127,-0.6018902775552895,-0.15715708078766844
-0.5207802964890674,-0.7032998084033414,-0.3950048975144556
-0.7633547625511932,-0.7235817145729518,-0.6791009008270069
-0.8681028274416566,-0.7235817145729518,-0.8046316929883668
-0.9342595000040544,-0.7235817145729518,-0.8839142985639625
-0.884641995582256,-0.7032998084033414,-0.831059228180232
-0.9397725560509209,-0.7032998084033414,-0.8971280661598952
-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-0.9563117241915204,-0.7235817145729518,-0.9103418337558278
-0.7468155944105936,-0.7235817145729518,-0.659280249433108
-0.3388494469424732,-0.6627359960641206,-0.19019149977749997
-0.5979630811451984,-0.6627359960641206,-0.5007150382819165
-0.829511435113591,-0.7235817145729518,-0.7583835064026027
-0.851563659301057,-0.6627359960641206,-0.8046316929883668
-0.7413025383637272,-0.6627359960641206,-0.6724940170290407
-0.7743808746449261,-0.7235817145729518,-0.6923146684229395
-0.8019461548792586,-0.7235817145729518,-0.7253490874127712
-0.7743808746449261,-0.7032998084033414,-0.6989215522209059
-0.6696328097544628,-0.6221721837248998,-0.5998182952514112
-0.2782058304269418,-0.7235817145729518,-0.09769512660597163
-0.2892319425206748,-0.683017902233731,-0.12412266179783688
-0.5869369690514654,-0.7032998084033414,-0.4742875030900513
-0.7357894823168607,-0.683017902233731,-0.659280249433108
-0.7302764262699942,-0.7235817145729518,-0.639459598039209
-0.86258977139479,-0.7032998084033414,-0.8046316929883668
-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
-1.0059292286133188,-0.7032998084033414,-0.9764106717354909
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.0224683967539183,-0.7235817145729518,-0.9896244393314235
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.8901550516291225,-0.7235817145729518,-0.831059228180232
-0.6475805855669968,-0.7235817145729518,-0.5403563410697144
0.06911670052564725,-0.6221721837248998,0.28550413367607436
-0.2782058304269418,-0.683017902233731,-0.11090889420190425
-0.8350244911604575,-0.683017902233731,-0.7782041577965016
-0.8405375472073241,-0.6424540898945102,-0.7980248091904005
-0.7578417065043267,-0.6627359960641206,-0.6923146684229395
-0.5869369690514654,-0.683017902233731,-0.4808943868880176
-0.8129722669729916,-0.6627359960641206,-0.7583835064026027
-0.7137372581293947,-0.6221721837248998,-0.6526733656351417
-0.6145022492857979,-0.683017902233731,-0.5139288058778492
-0.15140554134901246,-0.6424540898945102,0.027835665555388262
-0.25064055019260933,-0.6627359960641206,-0.08448135901003902
-0.4987280723016015,-0.7032998084033414,-0.36857736232259036
-0.6916850339419287,-0.7235817145729518,-0.5932114114534449
-0.8239983790667246,-0.7235817145729518,-0.7517766226046364
-0.8791289395353895,-0.7235817145729518,-0.8178454605842994
-0.9618247802383869,-0.7032998084033414,-0.9235556013517604
-0.9673378362852534,-0.7235817145729518,-0.9235556013517604
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0004161725664524,-0.7235817145729518,-0.9631969041395583
-0.950798668144654,-0.7235817145729518,-0.9037349499578615
-0.6586066976607298,-0.7235817145729518,-0.553570108665647
-0.17345776553647843,-0.683017902233731,0.014621897959455642
-0.3994930634580046,-0.7235817145729518,-0.24304657016123046
-0.8019461548792586,-0.6424540898945102,-0.7517766226046364
-0.7523286504574602,-0.6018902775552895,-0.7055284360188722
-0.7082242020825282,-0.683017902233731,-0.6262458304432764
-0.6200153053326644,-0.6424540898945102,-0.5337494572717482
-0.6916850339419287,-0.6221721837248998,-0.6262458304432764
-0.6696328097544628,-0.5410445590464582,-0.6262458304432764
-0.5483455767233999,-0.6627359960641206,-0.4412530841002198
-0.16794470948961193,-0.6424540898945102,0.008015014161489331
-0.2782058304269418,-0.6221721837248998,-0.1307295455958032
-0.537319464629667,-0.6627359960641206,-0.42803931650428717
-0.6696328097544628,-0.7235817145729518,-0.5667838762615797
-0.7578417065043267,-0.6424540898945102,-0.6989215522209059
-0.8460506032541906,-0.683017902233731,-0.7914179253924343
-0.895668107675989,-0.7032998084033414,-0.8442729957761647
-0.8901550516291225,-0.6627359960641206,-0.850879879574131
-0.9342595000040544,-0.683017902233731,-0.8971280661598952
-0.9783639483789863,-0.7235817145729518,-0.936769368947693
-1.0004161725664524,-0.7032998084033414,-0.9698037879375246
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.027981452800785,-0.7032998084033414,-1.0028382069273563
-0.9893900604727194,-0.7032998084033414,-0.956590020341592
-0.9177203318634549,-0.7032998084033414,-0.8707005309680299
-0.86258977139479,-0.683017902233731,-0.8112385767863332
-0.7192503141762612,-0.683017902233731,-0.639459598039209
-0.6475805855669968,-0.35850740351996463,-0.659280249433108
-0.5538586327702665,-0.4193531220287958,-0.5271425734737818
-0.48770196020786855,-0.29766168501113344,-0.4875012706859839
-0.39398000741113814,-0.19625215416308145,-0.40821866511038823
-0.33333639089560674,-0.29766168501113344,-0.30250852434292724
-0.3388494469424732,-0.05427881097580867,-0.3883980137164893
-0.5869369690514654,-0.13540643565425026,-0.659280249433108
-0.581423913004599,-0.4193531220287958,-0.5601769924636134
-0.6365544734732638,-0.4396350281984062,-0.6196389466453102
-0.8184853230198581,-0.6018902775552895,-0.7848110415944679
-0.7302764262699942,-0.6018902775552895,-0.6791009008270069
-0.9011811637228555,-0.7235817145729518,-0.8442729957761647
-0.8019461548792586,-0.6221721837248998,-0.7583835064026027
-0.829511435113591,-0.6018902775552895,-0.7980248091904005
-0.9177203318634549,-0.6424540898945102,-0.8905211823619289
-0.9563117241915204,-0.6627359960641206,-0.9301624851497268
-0.9618247802383869,-0.5410445590464582,-0.9764106717354909
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0334945088476513,-0.7032998084033414,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
-0.8681028274416566,-0.6627359960641206,-0.8244523443822658
-0.6089891932389314,-0.5613264652160687,-0.5469632248676808
-0.5318064085828005,-0.25709787267191264,-0.553570108665647
-0.471162792067269,-0.13540643565425026,-0.5205356896758155
-0.39398000741113814,-0.25709787267191264,-0.3883980137164893
-0.5428325206765334,-0.27737977884152304,-0.5601769924636134
-0.4215452876454706,-0.013714998636587874,-0.5007150382819165
-0.4987280723016015,-0.27737977884152304,-0.5073219220798829
-0.46564973602040255,-0.25709787267191264,-0.4742875030900513
-0.6751458658013293,-0.5004807467072374,-0.6460664818371754
-0.7082242020825282,-0.4396350281984062,-0.7055284360188722
-0.7302764262699942,-0.581608371385679,-0.6857077846249733
-0.8901550516291225,-0.6018902775552895,-0.8707005309680299
-0.928746443957188,-0.683017902233731,-0.8905211823619289
-0.9452856120977874,-0.7235817145729518,-0.8971280661598952
-0.950798668144654,-0.7032998084033414,-0.9103418337558278
-0.9563117241915204,-0.7032998084033414,-0.9169487175537941
-1.0004161725664524,-0.7235817145729518,-0.9631969041395583
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.027981452800785,-0.7032998084033414,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0169553407070517,-0.7235817145729518,-0.9830175555334573
-0.9728508923321199,-0.6424540898945102,-0.956590020341592
-0.86258977139479,-0.6627359960641206,-0.8178454605842994
-0.7854069867386592,-0.5613264652160687,-0.7583835064026027
-0.7302764262699942,-0.581608371385679,-0.6857077846249733
-0.6916850339419287,-0.5410445590464582,-0.6526733656351417
-0.6034761371920648,-0.5207626528768479,-0.553570108665647
-0.5318064085828005,-0.4599169343680166,-0.4875012706859839
-0.5703978009108659,-0.480198840537627,-0.5271425734737818
-0.5318064085828005,-0.29766168501113344,-0.5403563410697144
-0.5924500250983319,-0.6018902775552895,-0.5139288058778492
-0.6530936416138633,-0.6424540898945102,-0.573390760059546
-0.537319464629667,-0.581608371385679,-0.4544668516961524
-0.7137372581293947,-0.683017902233731,-0.6328527142412428
-0.86258977139479,-0.6424540898945102,-0.8244523443822658
-0.895668107675989,-0.6627359960641206,-0.8574867633720973
-0.9728508923321199,-0.7235817145729518,-0.9301624851497268
-1.0224683967539183,-0.7032998084033414,-0.9962313231293899
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-0.9232333879103215,-0.7235817145729518,-0.8707005309680299
-0.8901550516291225,-0.683017902233731,-0.8442729957761647
-0.851563659301057,-0.6627359960641206,-0.8046316929883668
-0.7082242020825282,-0.7235817145729518,-0.6130320628473438
-0.3553886150830727,-0.7032998084033414,-0.19679838357546628
-0.31128416670814074,-0.7032998084033414,-0.1439433131917358
-0.4987280723016015,-0.7032998084033414,-0.36857736232259036
-0.5869369690514654,-0.7235817145729518,-0.467680619292085
-0.8184853230198581,-0.7235817145729518,-0.74516973880667
-0.86258977139479,-0.7235817145729518,-0.7980248091904005
-0.9342595000040544,-0.7032998084033414,-0.8905211823619289
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.0059292286133188,-0.7032998084033414,-0.9764106717354909
-1.027981452800785,-0.7235817145729518,-0.9962313231293899
-1.0334945088476513,-0.7032998084033414,-1.0094450907253225
-1.0059292286133188,-0.7235817145729518,-0.9698037879375246
-0.8681028274416566,-0.7235817145729518,-0.8046316929883668
-0.5483455767233999,-0.7032998084033414,-0.42803931650428717
0.04155142029131479,-0.7032998084033414,0.27889724987810804
-0.44359751183293655,-0.683017902233731,-0.30911540814089356
-0.7854069867386592,-0.7032998084033414,-0.7121353198168385
-0.7578417065043267,-0.6221721837248998,-0.7055284360188722
-0.6586066976607298,-0.6221721837248998,-0.5866045276554785
-0.6145022492857979,-0.5004807467072374,-0.573390760059546
-0.6310414174263973,-0.581608371385679,-0.5667838762615797
-0.5924500250983319,-0.6424540898945102,-0.5007150382819165
-0.471162792067269,-0.5207626528768479,-0.3950048975144556
0.04155142029131479,-0.581608371385679,0.2392559470903102
-0.15691859739587896,-0.6221721837248998,0.014621897959455642
-0.4270583436923371,-0.6424540898945102,-0.30250852434292724
-0.6255283613795308,-0.683017902233731,-0.5271425734737818
-0.7192503141762612,-0.6424540898945102,-0.6526733656351417
-0.7192503141762612,-0.6018902775552895,-0.6658871332310743
-0.8901550516291225,-0.7032998084033414,-0.8376661119781984
-0.9728508923321199,-0.6221721837248998,-0.9631969041395583
-1.0169553407070517,-0.683017902233731,-0.9962313231293899
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-0.851563659301057,-0.7235817145729518,-0.7848110415944679
-0.48770196020786855,-0.7032998084033414,-0.35536359472665774
0.32823033472837243,-0.683017902233731,0.6158483235743899
-0.2561536062394758,-0.6627359960641206,-0.09108824280800533
-0.7302764262699942,-0.7032998084033414,-0.6460664818371754
-0.6696328097544628,-0.6221721837248998,-0.5998182952514112
-0.581423913004599,-0.581608371385679,-0.5073219220798829
-0.504241128348468,-0.480198840537627,-0.4478599678981861
-0.5979630811451984,-0.6018902775552895,-0.5205356896758155
-0.6586066976607298,-0.5613264652160687,-0.6064251790493775
-0.5428325206765334,-0.5613264652160687,-0.467680619292085
0.14078642913491166,-0.5613264652160687,0.3515729716557375
-0.024605252271083126,-0.7032998084033414,0.19961464430251233
-0.2065361018176774,-0.6018902775552895,-0.051446940020207464
-0.3498755590362062,-0.683017902233731,-0.19679838357546628
-0.7302764262699942,-0.6627359960641206,-0.659280249433108
-0.7357894823168607,-0.7235817145729518,-0.6460664818371754
-0.873615883488523,-0.6627359960641206,-0.831059228180232
-0.928746443957188,-0.7032998084033414,-0.8839142985639625
-1.0114422846601854,-0.7235817145729518,-0.9764106717354909
-1.0334945088476513,-0.7235817145729518,-1.0028382069273563
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0390075648945178,-0.7235817145729518,-1.0094450907253225
-1.0169553407070517,-0.7032998084033414,-0.9896244393314235
-0.895668107675989,-0.7235817145729518,-0.8376661119781984
-0.6696328097544628,-0.683017902233731,-0.5799976438575123
0.15181254122864465,-0.581608371385679,0.3713936230496364
-0.1293533171615465,-0.581608371385679,0.03444254935335457
-0.6971980899887953,-0.6018902775552895,-0.639459598039209
-0.7192503141762612,-0.6018902775552895,-0.6658871332310743
-0.6145022492857979,-0.5004807467072374,-0.573390760059546
-0.6420675295201304,-0.5613264652160687,-0.5866045276554785
-0.7027111460356618,-0.6018902775552895,-0.6460664818371754
-0.6861719778950622,-0.6424540898945102,-0.6130320628473438
-0.5097541843953345,-0.7235817145729518,-0.3751842461205567
-0.15691859739587896,-0.5207626528768479,-0.018412521030375908
